s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Temp00","Temp01","Temp02","Temp03","Temp04","Temp05","Temp06","Temp07","Temp08","Temp09","Temp10","Temp11","Temp12","Temp13","Temp14","Temp15","Temp16","Temp17","Temp18","Temp19","Temp20","Temp21","Temp22","Temp23","Temp24","Temp25","Temp26","Temp27","Temp28","Temp29","Temp30","Temp31","Temp32","Temp33","Temp34","Temp35","Temp36","Temp37","Temp38","Temp39","Temp40","Temp41","Temp42","Temp43","Temp44","Temp45","Temp46","Temp47","Temp48","Temp49","Temp50","Temp51","Temp52","Temp53","Temp54","Temp55","Temp56","Temp57","Temp58","Temp59","Temp60","Temp61","Temp62","Temp63","Temp64","Temp65","Temp66","Temp67","Temp68","Temp69","CO00","CO01","CO02","CO03","CO04","CO05","CO06","CO07","CO08","CO09","CO10","CO11","CO12","CO13","CO14","CO15","CO16","CO17","CO18","CO19","CO20","CO21","CO22","CO23","CO24","CO25","CO26","CO27","CO28","CO29","CO30","CO31","CO32","CO33","CO34","CO35","CO36","CO37","CO38","CO39","CO40","CO41","CO42","CO43","CO44","CO45","CO46","CO47","CO48","CO49","CO50","CO51","CO52","CO53","CO54","CO55","CO56","CO57","CO58","CO59","CO60","CO61","CO62","CO63","CO64","CO65","CO66","CO67","CO68","CO69"
 0.0000000E+000, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001, 2.2000000E+001
 1.0649173E+000, 2.2000006E+001, 2.2000002E+001, 2.2000007E+001, 2.2000002E+001, 2.2007409E+001, 2.1999955E+001, 2.1999975E+001, 2.2000024E+001, 2.1999998E+001, 2.2000440E+001, 2.2000040E+001, 2.2000061E+001, 2.2000127E+001, 2.1999980E+001, 2.1999978E+001, 2.1999998E+001, 2.2000024E+001, 2.2000000E+001, 2.1999990E+001, 2.1999992E+001, 2.0654383E+001, 2.2000317E+001, 2.1669276E+001, 2.2359657E+001, 2.1947249E+001, 2.1825154E+001, 2.2017478E+001, 2.2000008E+001, 2.1999998E+001, 2.2000007E+001, 2.4625551E+001, 2.2014238E+001, 2.3605323E+001, 2.2417540E+001, 2.2383789E+001, 2.2361766E+001, 2.2113300E+001, 2.2000030E+001, 2.1999981E+001, 2.1999917E+001, 2.2000669E+001, 2.2052429E+001, 2.2002315E+001, 2.2006920E+001, 2.2000010E+001, 2.1998302E+001, 2.1999982E+001, 2.2000008E+001, 2.2000006E+001, 2.1984540E+001, 2.2000034E+001, 2.2006261E+001, 2.2000367E+001, 2.2000006E+001, 2.2000015E+001, 2.1999997E+001, 2.1999991E+001, 2.2000012E+001, 2.1999987E+001, 2.1999976E+001, 2.1083080E+001, 2.2000632E+001, 2.1999998E+001, 2.2000013E+001, 2.2000009E+001, 2.1999986E+001, 2.2000002E+001, 2.2145047E+001, 2.1999982E+001, 2.1999988E+001, 2.2000006E+001, 2.2000002E+001, 2.2000007E+001, 2.2000002E+001, 2.2007409E+001, 2.1999955E+001, 2.1999975E+001, 2.2000024E+001, 2.1999998E+001, 2.2000440E+001, 2.1999992E+001, 2.2000000E+001, 2.1999990E+001, 2.2000024E+001, 2.1999998E+001, 2.1999978E+001, 2.1999980E+001, 2.2000040E+001, 2.2000127E+001, 2.2000061E+001, 2.2000007E+001, 2.2000008E+001, 2.1999998E+001, 2.2017478E+001, 2.1825154E+001, 2.1947249E+001, 2.2359657E+001, 2.0654383E+001, 2.1669276E+001, 2.2000317E+001, 2.1999917E+001, 2.2000030E+001, 2.1999981E+001, 2.2113300E+001, 2.2361766E+001, 2.2383789E+001, 2.2417540E+001, 2.4625551E+001, 2.3605323E+001, 2.2014238E+001, 2.1984540E+001, 2.2000008E+001, 2.2000006E+001, 2.1999982E+001, 2.1998302E+001, 2.2000010E+001, 2.2006920E+001, 2.2000669E+001, 2.2002315E+001, 2.2052429E+001, 2.1999976E+001, 2.2000012E+001, 2.1999987E+001, 2.1999991E+001, 2.1999997E+001, 2.2000015E+001, 2.2000006E+001, 2.2000034E+001, 2.2000367E+001, 2.2006261E+001, 2.1999988E+001, 2.2145047E+001, 2.1999982E+001, 2.2000002E+001, 2.1999986E+001, 2.2000009E+001, 2.2000013E+001, 2.1083080E+001, 2.1999998E+001, 2.2000632E+001
 2.0098451E+000, 2.2000015E+001, 2.2000007E+001, 2.2000023E+001, 2.2000010E+001, 2.1939901E+001, 2.2000357E+001, 2.1998327E+001, 2.2000118E+001, 2.1999916E+001, 2.2034544E+001, 2.1999974E+001, 2.2000528E+001, 2.2001203E+001, 2.1999955E+001, 2.1999984E+001, 2.2000028E+001, 2.2000091E+001, 2.2000003E+001, 2.1999973E+001, 2.1999978E+001, 1.9539534E+001, 2.2013888E+001, 1.7615316E+001, 3.1765114E+001, 2.4349492E+001, 2.3500646E+001, 2.3802286E+001, 2.2000041E+001, 2.1999989E+001, 2.2000029E+001, 2.8683276E+001, 2.2487061E+001, 2.7958313E+001, 2.4822441E+001, 2.5486475E+001, 2.5832076E+001, 2.2872833E+001, 2.2000120E+001, 2.1999957E+001, 2.1990082E+001, 2.1861663E+001, 4.0575681E+001, 2.2352000E+001, 2.2570082E+001, 2.2001100E+001, 2.1988640E+001, 2.2015480E+001, 2.2000049E+001, 2.2000060E+001, 2.2099651E+001, 2.2000845E+001, 2.2067472E+001, 2.2029549E+001, 2.1999895E+001, 2.2000053E+001, 2.2000009E+001, 2.1999994E+001, 2.2000047E+001, 2.1999976E+001, 2.1999911E+001, 1.2516203E+001, 2.1991622E+001, 2.1998817E+001, 2.2000059E+001, 2.2000092E+001, 2.1999993E+001, 2.2000007E+001, 2.2660735E+001, 2.1999931E+001, 2.1999951E+001, 2.2000015E+001, 2.2000007E+001, 2.2000023E+001, 2.2000010E+001, 2.1939901E+001, 2.2000357E+001, 2.1998327E+001, 2.2000118E+001, 2.1999916E+001, 2.2034544E+001, 2.1999978E+001, 2.2000003E+001, 2.1999973E+001, 2.2000091E+001, 2.2000028E+001, 2.1999984E+001, 2.1999955E+001, 2.1999974E+001, 2.2001203E+001, 2.2000528E+001, 2.2000029E+001, 2.2000041E+001, 2.1999989E+001, 2.3802286E+001, 2.3500646E+001, 2.4349492E+001, 3.1765114E+001, 1.9539534E+001, 1.7615316E+001, 2.2013888E+001, 2.1990082E+001, 2.2000120E+001, 2.1999957E+001, 2.2872833E+001, 2.5832076E+001, 2.5486475E+001, 2.4822441E+001, 2.8683276E+001, 2.7958313E+001, 2.2487061E+001, 2.2099651E+001, 2.2000049E+001, 2.2000060E+001, 2.2015480E+001, 2.1988640E+001, 2.2001100E+001, 2.2570082E+001, 2.1861663E+001, 2.2352000E+001, 4.0575681E+001, 2.1999911E+001, 2.2000047E+001, 2.1999976E+001, 2.1999994E+001, 2.2000009E+001, 2.2000053E+001, 2.1999895E+001, 2.2000845E+001, 2.2029549E+001, 2.2067472E+001, 2.1999951E+001, 2.2660735E+001, 2.1999931E+001, 2.2000007E+001, 2.1999993E+001, 2.2000092E+001, 2.2000059E+001, 1.2516203E+001, 2.1998817E+001, 2.1991622E+001
 3.0138016E+000, 2.1999927E+001, 2.1999945E+001, 2.1999939E+001, 2.1999955E+001, 2.1858678E+001, 2.1987380E+001, 2.1927748E+001, 2.1999550E+001, 2.1998072E+001, 2.2049599E+001, 2.1997713E+001, 2.2006583E+001, 2.2004399E+001, 2.1998464E+001, 2.1999207E+001, 2.1999694E+001, 2.1999951E+001, 2.1999905E+001, 2.1999925E+001, 2.1999971E+001, 1.9516143E+001, 2.2122198E+001, 1.7114827E+001, 3.5406991E+001, 2.3618487E+001, 2.4238906E+001, 2.5289647E+001, 2.1999971E+001, 2.1999906E+001, 2.2000039E+001, 2.5826158E+001, 1.7414643E+002, 2.4979414E+001, 3.1650476E+001, 3.1019912E+001, 3.1307336E+001, 2.4939072E+001, 2.2000081E+001, 2.1999913E+001, 2.1909194E+001, 2.0913009E+001, 3.7740709E+002, 2.4785620E+001, 2.2485861E+001, 2.1965433E+001, 2.2007082E+001, 2.2081189E+001, 2.1999880E+001, 2.2000091E+001, 2.2654603E+001, 2.2013100E+001, 2.2286860E+001, 2.2189809E+001, 2.1998701E+001, 2.1998617E+001, 2.1999189E+001, 2.1999605E+001, 2.1999817E+001, 2.1999908E+001, 2.1999737E+001, 7.6314870E+000, 2.1899529E+001, 2.1989273E+001, 2.1999357E+001, 2.1999794E+001, 2.1999902E+001, 2.1999852E+001, 2.3558703E+001, 2.1999694E+001, 2.1999802E+001, 2.1999927E+001, 2.1999945E+001, 2.1999939E+001, 2.1999955E+001, 2.1858678E+001, 2.1987380E+001, 2.1927748E+001, 2.1999550E+001, 2.1998072E+001, 2.2049599E+001, 2.1999971E+001, 2.1999905E+001, 2.1999925E+001, 2.1999951E+001, 2.1999694E+001, 2.1999207E+001, 2.1998464E+001, 2.1997713E+001, 2.2004399E+001, 2.2006583E+001, 2.2000039E+001, 2.1999971E+001, 2.1999906E+001, 2.5289647E+001, 2.4238906E+001, 2.3618487E+001, 3.5406991E+001, 1.9516143E+001, 1.7114827E+001, 2.2122198E+001, 2.1909194E+001, 2.2000081E+001, 2.1999913E+001, 2.4939072E+001, 3.1307336E+001, 3.1019912E+001, 3.1650476E+001, 2.5826158E+001, 2.4979414E+001, 1.7414643E+002, 2.2654603E+001, 2.1999880E+001, 2.2000091E+001, 2.2081189E+001, 2.2007082E+001, 2.1965433E+001, 2.2485861E+001, 2.0913009E+001, 2.4785620E+001, 3.7740709E+002, 2.1999737E+001, 2.1999817E+001, 2.1999908E+001, 2.1999605E+001, 2.1999189E+001, 2.1998617E+001, 2.1998701E+001, 2.2013100E+001, 2.2189809E+001, 2.2286860E+001, 2.1999802E+001, 2.3558703E+001, 2.1999694E+001, 2.1999852E+001, 2.1999902E+001, 2.1999794E+001, 2.1999357E+001, 7.6314870E+000, 2.1989273E+001, 2.1899529E+001
 4.0252563E+000, 2.1999429E+001, 2.1999521E+001, 2.1999435E+001, 2.1999413E+001, 2.1874992E+001, 2.1941641E+001, 2.1577949E+001, 2.1997327E+001, 2.1993346E+001, 2.1959957E+001, 2.1994330E+001, 2.2034090E+001, 2.2022946E+001, 2.1993661E+001, 2.1996341E+001, 2.1997944E+001, 2.1998899E+001, 2.1999137E+001, 2.1999753E+001, 2.1999740E+001, 2.3957947E+001, 2.3148521E+001, 2.0597141E+001, 2.7879210E+001, 1.9609051E+001, 2.3652364E+001, 2.4425701E+001, 2.1999215E+001, 2.1999220E+001, 2.1999894E+001, 2.2555923E+001, 5.0799021E+002, 2.2995584E+001, 2.9258219E+001, 2.8869436E+001, 2.9937885E+001, 2.5491818E+001, 2.1999303E+001, 2.1999542E+001, 2.1133968E+001, 2.0065777E+001, 6.9050427E+002, 6.0362056E+001, 2.2415910E+001, 2.2041901E+001, 2.1972863E+001, 2.2173387E+001, 2.1997602E+001, 2.1999685E+001, 2.3087544E+001, 2.2077273E+001, 2.8541935E+001, 2.2880985E+001, 2.2000989E+001, 2.1995347E+001, 2.1996355E+001, 2.1997758E+001, 2.1998502E+001, 2.1999385E+001, 2.1998868E+001, 1.5236781E+001, 2.1170169E+001, 2.1909594E+001, 2.1996953E+001, 2.1998191E+001, 2.1999203E+001, 2.1999006E+001, 2.2757451E+001, 2.1998978E+001, 2.1998952E+001, 2.1999429E+001, 2.1999521E+001, 2.1999435E+001, 2.1999413E+001, 2.1874992E+001, 2.1941641E+001, 2.1577949E+001, 2.1997327E+001, 2.1993346E+001, 2.1959957E+001, 2.1999740E+001, 2.1999137E+001, 2.1999753E+001, 2.1998899E+001, 2.1997944E+001, 2.1996341E+001, 2.1993661E+001, 2.1994330E+001, 2.2022946E+001, 2.2034090E+001, 2.1999894E+001, 2.1999215E+001, 2.1999220E+001, 2.4425701E+001, 2.3652364E+001, 1.9609051E+001, 2.7879210E+001, 2.3957947E+001, 2.0597141E+001, 2.3148521E+001, 2.1133968E+001, 2.1999303E+001, 2.1999542E+001, 2.5491818E+001, 2.9937885E+001, 2.8869436E+001, 2.9258219E+001, 2.2555923E+001, 2.2995584E+001, 5.0799021E+002, 2.3087544E+001, 2.1997602E+001, 2.1999685E+001, 2.2173387E+001, 2.1972863E+001, 2.2041901E+001, 2.2415910E+001, 2.0065777E+001, 6.0362056E+001, 6.9050427E+002, 2.1998868E+001, 2.1998502E+001, 2.1999385E+001, 2.1997758E+001, 2.1996355E+001, 2.1995347E+001, 2.2000989E+001, 2.2077273E+001, 2.2880985E+001, 2.8541935E+001, 2.1998952E+001, 2.2757451E+001, 2.1998978E+001, 2.1999006E+001, 2.1999203E+001, 2.1998191E+001, 2.1996953E+001, 1.5236781E+001, 2.1909594E+001, 2.1170169E+001
 5.0367109E+000, 2.1997769E+001, 2.1998107E+001, 2.1997690E+001, 2.1993113E+001, 2.1865623E+001, 2.1895159E+001, 2.1140347E+001, 2.1994223E+001, 2.1985255E+001, 2.1853742E+001, 2.1993200E+001, 2.2103743E+001, 2.2070780E+001, 2.1981179E+001, 2.1991137E+001, 2.1994434E+001, 2.1996686E+001, 2.1997046E+001, 2.1998886E+001, 2.1323215E+001, 2.2099154E+001, 1.4798449E+002, 1.9159947E+001, 2.1427305E+001, 2.0910024E+001, 2.3858427E+001, 2.3023404E+001, 2.1996701E+001, 2.1995319E+001, 2.1997884E+001, 2.3009025E+001, 3.6138460E+002, 2.1756431E+001, 2.0886711E+001, 1.9848056E+001, 1.9532237E+001, 2.3362704E+001, 2.1997266E+001, 2.1988964E+001, 2.1289144E+001, 1.9436752E+001, 8.4081888E+002, 5.5700267E+001, 2.3111269E+001, 2.2092455E+001, 2.2009880E+001, 2.2192997E+001, 2.1694925E+001, 2.1997917E+001, 2.2448935E+001, 2.2202178E+001, 1.8931442E+002, 2.4914545E+001, 2.2008806E+001, 2.1990645E+001, 2.1991542E+001, 2.1993994E+001, 2.1995613E+001, 2.1996713E+001, 2.1995784E+001, 1.3984892E+001, 2.2359371E+001, 2.1718584E+001, 2.1992594E+001, 2.1993075E+001, 2.1996771E+001, 2.1999389E+001, 2.1328079E+001, 2.1996121E+001, 2.1995783E+001, 2.1997769E+001, 2.1998107E+001, 2.1997690E+001, 2.1993113E+001, 2.1865623E+001, 2.1895159E+001, 2.1140347E+001, 2.1994223E+001, 2.1985255E+001, 2.1853742E+001, 2.1323215E+001, 2.1997046E+001, 2.1998886E+001, 2.1996686E+001, 2.1994434E+001, 2.1991137E+001, 2.1981179E+001, 2.1993200E+001, 2.2070780E+001, 2.2103743E+001, 2.1997884E+001, 2.1996701E+001, 2.1995319E+001, 2.3023404E+001, 2.3858427E+001, 2.0910024E+001, 2.1427305E+001, 2.2099154E+001, 1.9159947E+001, 1.4798449E+002, 2.1289144E+001, 2.1997266E+001, 2.1988964E+001, 2.3362704E+001, 1.9532237E+001, 1.9848056E+001, 2.0886711E+001, 2.3009025E+001, 2.1756431E+001, 3.6138460E+002, 2.2448935E+001, 2.1694925E+001, 2.1997917E+001, 2.2192997E+001, 2.2009880E+001, 2.2092455E+001, 2.3111269E+001, 1.9436752E+001, 5.5700267E+001, 8.4081888E+002, 2.1995784E+001, 2.1995613E+001, 2.1996713E+001, 2.1993994E+001, 2.1991542E+001, 2.1990645E+001, 2.2008806E+001, 2.2202178E+001, 2.4914545E+001, 1.8931442E+002, 2.1995783E+001, 2.1328079E+001, 2.1996121E+001, 2.1999389E+001, 2.1996771E+001, 2.1993075E+001, 2.1992594E+001, 1.3984892E+001, 2.1718584E+001, 2.2359371E+001
 6.0130357E+000, 2.1994484E+001, 2.1995303E+001, 2.1993982E+001, 1.9957038E+001, 2.1815414E+001, 2.1835422E+001, 2.0563039E+001, 2.1991576E+001, 2.1972910E+001, 2.2210922E+001, 2.2003344E+001, 3.2863051E+001, 2.2241529E+001, 1.9086549E+001, 2.1984082E+001, 2.1990361E+001, 2.1994233E+001, 2.1994381E+001, 2.1991056E+001, 1.9145015E+001, 2.1596771E+001, 1.3188313E+002, 2.0811230E+001, 2.0523703E+001, 2.2511635E+001, 2.3375324E+001, 2.4317497E+001, 2.1992437E+001, 2.1950264E+001, 2.1406693E+001, 2.0377143E+001, 4.9109583E+002, 1.8967141E+001, 1.9709307E+001, 1.9068400E+001, 1.8661207E+001, 2.0548498E+001, 2.1994319E+001, 2.1919917E+001, 2.0657382E+001, 1.8842379E+001, 9.4842877E+002, 5.0079503E+001, 2.1724961E+001, 2.1754248E+001, 2.1967487E+001, 2.2132879E+001, 2.1339910E+001, 2.1994379E+001, 2.1771396E+001, 2.2339198E+001, 1.5230252E+002, 2.3806710E+001, 2.2021342E+001, 2.1985198E+001, 2.1986244E+001, 2.1989250E+001, 2.1992073E+001, 2.1988667E+001, 2.1970443E+001, 1.1166250E+001, 1.8774228E+002, 2.1377370E+001, 2.1987141E+001, 2.1986089E+001, 2.1992754E+001, 2.1994950E+001, 2.3368325E+001, 2.1991296E+001, 2.1967147E+001, 2.1994484E+001, 2.1995303E+001, 2.1993982E+001, 1.9957038E+001, 2.1815414E+001, 2.1835422E+001, 2.0563039E+001, 2.1991576E+001, 2.1972910E+001, 2.2210922E+001, 1.9145015E+001, 2.1994381E+001, 2.1991056E+001, 2.1994233E+001, 2.1990361E+001, 2.1984082E+001, 1.9086549E+001, 2.2003344E+001, 2.2241529E+001, 3.2863051E+001, 2.1406693E+001, 2.1992437E+001, 2.1950264E+001, 2.4317497E+001, 2.3375324E+001, 2.2511635E+001, 2.0523703E+001, 2.1596771E+001, 2.0811230E+001, 1.3188313E+002, 2.0657382E+001, 2.1994319E+001, 2.1919917E+001, 2.0548498E+001, 1.8661207E+001, 1.9068400E+001, 1.9709307E+001, 2.0377143E+001, 1.8967141E+001, 4.9109583E+002, 2.1771396E+001, 2.1339910E+001, 2.1994379E+001, 2.2132879E+001, 2.1967487E+001, 2.1754248E+001, 2.1724961E+001, 1.8842379E+001, 5.0079503E+001, 9.4842877E+002, 2.1970443E+001, 2.1992073E+001, 2.1988667E+001, 2.1989250E+001, 2.1986244E+001, 2.1985198E+001, 2.2021342E+001, 2.2339198E+001, 2.3806710E+001, 1.5230252E+002, 2.1967147E+001, 2.3368325E+001, 2.1991296E+001, 2.1994950E+001, 2.1992754E+001, 2.1986089E+001, 2.1987141E+001, 1.1166250E+001, 2.1377370E+001, 1.8774228E+002
 7.0004349E+000, 2.1989302E+001, 2.1986688E+001, 2.1987221E+001, 1.9282233E+001, 2.1862922E+001, 2.1719769E+001, 1.9944433E+001, 2.1988806E+001, 2.1948760E+001, 2.3548837E+001, 2.2050103E+001, 8.5542538E+001, 2.3148736E+001, 1.2595031E+001, 2.1976611E+001, 2.1986150E+001, 2.1990073E+001, 2.1991334E+001, 2.1901655E+001, 2.0447378E+001, 2.1846367E+001, 1.0433025E+002, 2.2835015E+001, 1.9213251E+001, 2.1665558E+001, 2.2054812E+001, 2.2716637E+001, 2.1959546E+001, 2.1810428E+001, 2.0449834E+001, 1.9148579E+001, 7.1222554E+002, 1.8319752E+001, 1.6810608E+001, 1.6302710E+001, 1.5793612E+001, 2.1191153E+001, 2.1961035E+001, 2.1797659E+001, 2.0915014E+001, 1.8878806E+001, 1.0014116E+003, 4.2086963E+001, 2.0305931E+001, 2.1745198E+001, 2.1845931E+001, 2.1934862E+001, 2.1332181E+001, 2.1992720E+001, 2.1865457E+001, 2.2599960E+001, 8.9284232E+001, 3.3571333E+001, 2.2050332E+001, 2.1977232E+001, 2.1980523E+001, 2.1984478E+001, 2.1988998E+001, 2.1985102E+001, 2.1873939E+001, 1.8464814E+001, 4.6501555E+002, 2.0275811E+001, 2.1980241E+001, 2.1973924E+001, 2.1990042E+001, 2.1989176E+001, 2.2586825E+001, 2.1988502E+001, 2.1842169E+001, 2.1989302E+001, 2.1986688E+001, 2.1987221E+001, 1.9282233E+001, 2.1862922E+001, 2.1719769E+001, 1.9944433E+001, 2.1988806E+001, 2.1948760E+001, 2.3548837E+001, 2.0447378E+001, 2.1991334E+001, 2.1901655E+001, 2.1990073E+001, 2.1986150E+001, 2.1976611E+001, 1.2595031E+001, 2.2050103E+001, 2.3148736E+001, 8.5542538E+001, 2.0449834E+001, 2.1959546E+001, 2.1810428E+001, 2.2716637E+001, 2.2054812E+001, 2.1665558E+001, 1.9213251E+001, 2.1846367E+001, 2.2835015E+001, 1.0433025E+002, 2.0915014E+001, 2.1961035E+001, 2.1797659E+001, 2.1191153E+001, 1.5793612E+001, 1.6302710E+001, 1.6810608E+001, 1.9148579E+001, 1.8319752E+001, 7.1222554E+002, 2.1865457E+001, 2.1332181E+001, 2.1992720E+001, 2.1934862E+001, 2.1845931E+001, 2.1745198E+001, 2.0305931E+001, 1.8878806E+001, 4.2086963E+001, 1.0014116E+003, 2.1873939E+001, 2.1988998E+001, 2.1985102E+001, 2.1984478E+001, 2.1980523E+001, 2.1977232E+001, 2.2050332E+001, 2.2599960E+001, 3.3571333E+001, 8.9284232E+001, 2.1842169E+001, 2.2586825E+001, 2.1988502E+001, 2.1989176E+001, 2.1990042E+001, 2.1973924E+001, 2.1980241E+001, 1.8464814E+001, 2.0275811E+001, 4.6501555E+002
 8.0057562E+000, 2.1973193E+001, 2.0014259E+001, 2.1972555E+001, 1.8896978E+001, 2.1845431E+001, 2.1598589E+001, 1.9578465E+001, 2.1986229E+001, 2.1937838E+001, 2.1360595E+002, 2.1900729E+001, 1.0114379E+002, 8.0318826E+001, 1.9762284E+001, 2.1961236E+001, 2.1979243E+001, 2.1951623E+001, 2.1987104E+001, 2.1583303E+001, 2.1056129E+001, 2.1143951E+001, 7.9724201E+001, 2.3849382E+001, 2.0957263E+001, 2.1356733E+001, 2.1684503E+001, 2.0671570E+001, 2.1716271E+001, 2.1682794E+001, 2.1284296E+001, 1.9374854E+001, 8.3282351E+002, 2.0323476E+001, 2.2097636E+001, 2.1712083E+001, 2.1095309E+001, 2.3034731E+001, 2.1825530E+001, 2.1714344E+001, 2.1095937E+001, 1.9634925E+001, 1.0425355E+003, 3.2476130E+001, 2.0989908E+001, 2.1239872E+001, 2.1697949E+001, 2.0911151E+001, 2.1157870E+001, 2.1989511E+001, 2.2831716E+001, 4.6549803E+001, 7.3932592E+001, 2.0839458E+002, 2.2120101E+001, 2.1962533E+001, 2.1972969E+001, 2.1978987E+001, 2.1985510E+001, 2.1971602E+001, 2.1897147E+001, 1.7281739E+001, 7.3013668E+002, 1.7344399E+001, 2.1967789E+001, 2.1951399E+001, 2.1986609E+001, 2.1932771E+001, 2.1636954E+001, 2.1985721E+001, 2.1833283E+001, 2.1973193E+001, 2.0014259E+001, 2.1972555E+001, 1.8896978E+001, 2.1845431E+001, 2.1598589E+001, 1.9578465E+001, 2.1986229E+001, 2.1937838E+001, 2.1360595E+002, 2.1056129E+001, 2.1987104E+001, 2.1583303E+001, 2.1951623E+001, 2.1979243E+001, 2.1961236E+001, 1.9762284E+001, 2.1900729E+001, 8.0318826E+001, 1.0114379E+002, 2.1284296E+001, 2.1716271E+001, 2.1682794E+001, 2.0671570E+001, 2.1684503E+001, 2.1356733E+001, 2.0957263E+001, 2.1143951E+001, 2.3849382E+001, 7.9724201E+001, 2.1095937E+001, 2.1825530E+001, 2.1714344E+001, 2.3034731E+001, 2.1095309E+001, 2.1712083E+001, 2.2097636E+001, 1.9374854E+001, 2.0323476E+001, 8.3282351E+002, 2.2831716E+001, 2.1157870E+001, 2.1989511E+001, 2.0911151E+001, 2.1697949E+001, 2.1239872E+001, 2.0989908E+001, 1.9634925E+001, 3.2476130E+001, 1.0425355E+003, 2.1897147E+001, 2.1985510E+001, 2.1971602E+001, 2.1978987E+001, 2.1972969E+001, 2.1962533E+001, 2.2120101E+001, 4.6549803E+001, 2.0839458E+002, 7.3932592E+001, 2.1833283E+001, 2.1636954E+001, 2.1985721E+001, 2.1932771E+001, 2.1986609E+001, 2.1951399E+001, 2.1967789E+001, 1.7281739E+001, 1.7344399E+001, 7.3013668E+002
